item_name,item_description,instore_price,barcodes
Vitabiotics Ultra Cranberry 750mg Tablets (30),"Vitabiotics Ultra Cranberry 750mg Extract Tablets provide a high-strength, concentrated cranberry extract to help support urinary tract health and overall wellbeing. Each tablet delivers the equivalent of 18g of fresh cranberries, offering powerful natural antioxidant protection. Cranberry extract is traditionally used to help maintain a healthy bladder and urinary system by preventing bacteria from adhering to the bladder wall. Ideal for daily use, especially for women seeking natural urinary care support.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",9.9,5021265244867
Vitabiotics Ultra Magnesium Tablets (60),"Vitabiotics Ultra Magnesium Tablets provide high-quality magnesium to support normal muscle function, energy release, and nervous system health. Each tablet delivers an optimal level of magnesium to help reduce tiredness and fatigue while maintaining healthy bones and teeth. Ideal for those with active lifestyles or increased magnesium needs, this one-a-day supplement helps promote relaxation and overall wellbeing. Gentle on the stomach and suitable for vegetarians, it contains no artificial colours or preservatives.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",7.2,5021265245697
Vitabiotics Ultra Omega-3 60% capsules (60),"Vitabiotics Ultra Omega-3 60% Capsules provide high-strength, pure omega-3 fish oil to support heart, brain, and eye health. Each capsule delivers a concentrated 60% omega-3 formulation, rich in EPA and DHA, which contribute to normal heart function, vision, and brain performance. Sourced from responsibly managed fisheries, the oil is purified to ensure quality and freshness with no fishy aftertaste. Ideal for daily wellbeing and long-term cardiovascular support.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",8.7,5021265222575
Vitabiotics Ultra Vitamin B Complex Tablets (60),"Vitabiotics Ultra Vitamin B Complex Tablets provide a balanced blend of essential B vitamins to support energy release, nervous system health, and overall vitality. Formulated with all eight key B vitamins — including B1, B2, B6, B12, niacin, and folic acid — this one-a-day supplement helps reduce tiredness and fatigue while supporting normal mental performance. Ideal for those with busy lifestyles or increased energy demands, it’s suitable for vegetarians and free from artificial colours and preservatives.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",5.8,5021265244072
Vitabiotics Ultra Vitamin C 500mg Sustained Release Tablets (60),"Vitabiotics Ultra Vitamin C 500mg Sustained Release Tablets with citrus bioflavonoids provide gradual, all-day support for your immune system and overall wellbeing. Each tablet delivers 500mg of vitamin C, released slowly throughout the day for continuous absorption and effectiveness. Vitamin C helps protect cells from oxidative stress, supports collagen formation for healthy skin, and reduces tiredness and fatigue. Ideal for everyday immune protection, especially during busy or stressful periods. Suitable for vegetarians and free from artificial colours and preservatives.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",8.7,5021265244041
Vitabiotics Ultra Vitamin D 2000IU Tablets (96),"Vitabiotics Ultra Vitamin D 2000IU Tablets provide a high-strength source of vitamin D3 to support bone, muscle, and immune health. Each tablet delivers 2000IU (50µg) of vitamin D, the body’s preferred form, helping maintain normal calcium absorption and overall wellbeing — especially during months with limited sunlight. Ideal for those with higher vitamin D needs, such as older adults or people who spend little time outdoors. Suitable for vegetarians and free from artificial colours and preservatives.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",9.3,5021265247400
Vitamin D Test (1),"Self-test to detect vitamin D Deficiency.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",9.3,6936983100984
Vocalzone Honey & Lemon Throat Pastilles (24),"Vocalzone Throat Pastilles (24) soothe, protect, and help relieve strain and irritation in the throat. Its carefully formulated blend of ingredients coats and calms the throat, supporting vocal comfort and helping maintain clear, strong speech. Ideal for singers, speakers, and anyone experiencing mild throat discomfort, these easy-to-use pastilles provide gentle, effective care for everyday vocal health.
Age Restrictions – Suitable for adults and children over 12 years.
Always read the product information and usage guidelines before use.",5.2,5021986000032
Voltarol Joint Pain Gel (30g),"Voltarol Gel provides fast, targeted relief from joint and muscle pain, stiffness, and inflammation. The non-greasy gel is absorbed quickly into the skin, helping to ease discomfort from strains, sprains, and arthritis. 

Suitable for adults and children aged 14 years and over. For external use only. 

Always read the Patient Information Leaflet before use.",7.5,5054563908087
Voltarol Max Strength Gel (30g),"Voltarol Max Strength Gel provides fast, powerful relief from joint and muscle pain, inflammation, and stiffness. The fast-absorbing, non-greasy gel targets discomfort from strains, sprains, and arthritis directly at the affected area. Suitable for adults and children aged 14 years and over. For external use only. Always read the Patient Information Leaflet before use.",8.4,5051562030702
Voltarol Medicated Plaster (Pack of 5),"Voltarol Medicated Plaster provides powerful pain relief for strains, sprains and bruises on arms and legs. Contains diclofenac sodium, an anti-inflammatory that penetrates deep to the source of pain, providing continuous relief for up to 12 hours per application. Suitable for acute injuries from blunt trauma or sports activities. The plaster is discreet, odourless, thin and flexible for comfortable wear. Maximum 7 days treatment.

Age Restrictions: Not suitable for use in those under 16 years of age.

Always read Patient Information Leaflet before use.",19.6,5051562040305
Wellbaby Multi-Vitamin Drops (30ml),"Wellbaby Multi-Vitamin Drops (30ml) support, protect, and help maintain overall health and development in infants and young children. Its carefully balanced blend of essential vitamins contributes to normal growth, immune function, and healthy development. Ideal for daily use to complement a child’s diet, these easy-to-administer drops provide gentle, effective nutritional support for little ones.
Age Restrictions – Suitable for infants from birth.
Always read the product information and usage guidelines before use.",8.3,5021265245932
Wellbaby Vitamin D Drops (30ml),"Wellbaby Vitamin D Drops (30ml) support, protect, and help maintain healthy bone and immune development in infants and young children. Its carefully formulated vitamin D supplement contributes to the normal growth of bones and teeth while supporting overall health. Ideal for daily use to ensure adequate vitamin D intake, these easy-to-administer drops provide gentle, effective care for growing children.
Age Restrictions – Suitable for infants from birth.
Always read the product information and usage guidelines before use.",5.8,5021265246342
Windeze 125mg Gel Capsules (Pack of 20),"Windeze Gel Capsules provide fast relief from trapped wind, bloating, and stomach discomfort. The active ingredient simeticone 125mg works by combining small gas bubbles in your stomach into larger ones, making them easier to pass naturally. Each pack contains 20 soft gel capsules.

Age Restrictions - Not suitable for children under 12 years.

Always read Patient Information Leaflet before use.",5.6,5017007600176
Zovirax Cold Sore Cream Pump (2g),"Zovirax Cold Sore Cream treats cold sores on the lips and face. The active ingredient, aciclovir, is an antiviral that stops the cold sore virus from multiplying. Applied at the first signs of tingling or itching, it can prevent a blister from fully developing. It also speeds up healing if a cold sore has already appeared. The pump dispenser provides clean, controlled application.

Age Restrictions - Suitable for adults and children.

Always read Patient Information Leaflet before use.",8.1,5000347016356
